Data;?tem;Respons?vel;Curso;Valor
17/04/2014;SWITCH L3 - CORE 32 PORTAS UNIDADES/ CISCO;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 24.257,62 
16/04/2014;PROJETOR DE PERFIL VERTICAL / MITUTOYO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 55.500,02 
25/02/2014;OSCILOSCÓPIO DIGITAL 60 MHZ / TEKTRONIX;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.683,06 
25/02/2014;OSCILOSCÓPIO DIGITAL 60 MHZ / TEKTRONIX;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.683,06 
25/02/2014;OSCILOSCÓPIO DIGITAL 60 MHZ / TEKTRONIX;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.683,06 
25/02/2014;GERADOR DE FUNÇÃO ARBITRÁRIO /TEKTRONIX;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 3.615,38 
25/02/2014;GERADOR DE FUNÇÃO ARBITRÁRIO /TEKTRONIX;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 3.615,38 
02/01/2014;LOCALIZADOR DEFEITOS DE CIRCUITOS ELET./VERSIS;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 9.758,00 
02/01/2014;LOCALIZADOR DEFEITOS DE CIRCUITOS ELET./VERSIS;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 9.758,00 
02/01/2014;LOCALIZADOR DEFEITOS DE CIRCUITOS ELET./VERSIS;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 9.758,00 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS/TEMP /FLUKE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.069,74 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS/TEMP /FLUKE;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.069,74 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 490,64 
26/12/2013;ALICATE AMPERÍMETRO TRUE RMS/AC-DC /FLUKE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.350,00 
26/12/2013;ALICATE AMPERÍMETRO TRUE RMS/AC-DC /FLUKE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.350,00 
26/12/2013;ALICATE AMPERÍMETRO TRUE RMS/AC-DC /FLUKE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.350,00 
26/12/2013;ALICATE AMPERÍMETRO TRUE RMS/AC-DC /FLUKE;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.350,00 
22/10/2013;PRISMA DUPLO DE PRECISÃO C/GRAMPOS/MITUTOYO;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 502,28 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.059,00 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.059,00 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.059,00 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.059,00 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.059,00 
25/03/2013;MICROCOMPUTADOR POSITIVO MASTER D510;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 2.053,27 
25/03/2013;MONITOR LED 21,5P / LG E2241V;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 300,00 
07/03/2013;MICROCOMPUTADOR POSITIVO MASTER D360;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.384,88 
07/03/2013;MONITOR LED 18,5P / POSITIVO P971WAL;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 242,00 
07/03/2013;MONITOR LED 18,5P / POSITIVO P971WAL;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 242,00 
01/03/2013;PROJETOR MULTIMÍDIA C/ SUPORTE / EPSON;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.401,59 
01/03/2013;PROJETOR MULTIMÍDIA C/ SUPORTE / EPSON;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.401,59 
01/03/2013;PROJETOR MULTIMÍDIA C/ SUPORTE / EPSON;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.401,59 
01/03/2013;PROJETOR MULTIMÍDIA C/ SUPORTE / EPSON;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 1.401,59 
19/02/2013;ESCANTILHÃO PADRÃO MÉTRICO 60° /COSA;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 5,00 
14/09/2012;FRESADORA FERRAMENTEIRA / KONE;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 86.050,00 
12/06/2012;MORSA FIXA 160MM P/MÁQUINA / BRASFIXO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 928,00 
04/05/2012;FRESA TOPO E FACEAMENTO 20MM/KENNAMETAL;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 320,22 
23/04/2012;PENTE CALIBRAD.ROSCA WHITWORTH 55/INSIZE;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 20,00 
23/04/2012;TRANSFERIDOR ÂNGULOS UNIVERSAL/INSIZE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 230,00 
23/04/2012;TRANSFERIDOR ÂNGULOS UNIVERSAL/INSIZE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 230,00 
23/04/2012;COMPASSO PONTAS P/TRAÇAR 150MM/INSIZE;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 20,00 
19/04/2012;TRANSFERIDOR ÂNGULOS  UNIVERSAL/INSIZE;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 294,40 
21/06/2011;CENTRO USINAGEM CNC VERT.- LABOR./BRIGEPORT;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 169.800,00 
04/05/2011;MICROCOMPUTADOR POST-AT (I3PF)/POSITIVO;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.045,00 
04/05/2011;MICROCOMPUTADOR POST-AT (I3PF)/POSITIVO;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 1.045,00 
04/05/2011;MONITOR LCD 18,5 936SWA/ POSITIVO;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 404,00 
29/04/2011;ROBÔ INDL. 3KG ETHERNET/IRB 140-6/0.8 M2004;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 108.882,00 
15/04/2011;MORSA Nº 5 P/BANCADA BASE GIRAT./BRASFIXO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 1.087,00 
13/04/2011;MICROCOMPUTADOR I7 8GB 500GB/LENOVO;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 2.076,68 
13/04/2011;MICROCOMPUTADOR I7 8GB 500GB/LENOVO;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 2.076,68 
13/04/2011;MONITOR COLOR LCD 22THINKVISION/LENOVO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 730,32 
14/03/2011;MULTÍMETRO DIGITAL TRUE RMS/ POLITERM;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 146,00 
31/01/2011;CADEIRA GIRAT.C/BRAÇO ROYAL /STILOFLEX;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 233,00 
18/11/2010;SUTA UNIVERSAL 8P / ECCOFER;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 7,20 
29/10/2010;ARCO SERRA P/ LÂMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 7,60 
29/10/2010;ARCO SERRA P/ LÂMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 7,60 
29/10/2010;ARCO SERRA P/ LÂMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 7,60 
29/10/2010;ARCO SERRA P/ LÂMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 7,60 
29/10/2010;CORTADOR DE TUBOS PEQUENO/STANLEY;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 33,75 
25/10/2010;MOTOR MONOF.C/CAPACITOR PERMAN./VOGES;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 303,20 
25/10/2010;MOTOR MONOF.C/CAPACITOR PERMAN./VOGES;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 303,20 
23/08/2010;PARAFUSADEIRA DE 5MM /MAKITA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 258,00 
15/07/2010;MESA P/REFEITÓRIO 1400X700MM BRANCA;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 193,00 
15/07/2010;MESA P/REFEITÓRIO 1400X700MM BRANCA;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 193,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
15/07/2010;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 64,00 
07/05/2010;MICRÔMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 40,00 
07/05/2010;MICRÔMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 40,00 
07/05/2010;MICRÔMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 40,00 
07/05/2010;MICRÔMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 40,00 
07/05/2010;MICRÔMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 40,00 
05/05/2010;RELÓGIO COMPARADOR-5MM-0,001MM/MITUTOYO;Tatiana;Aprendizagem Ind?strial em Mec?nica;R$ 240,51 
05/05/2010;RELÓGIO COMPARADOR-5MM-0,001MM/MITUTOYO;Tatiana;Aprendizagem Ind?strial Almoxarifado;R$ 240,51 
28/04/2010;RELÓGIO COMPARADOR - 10MM - 0,01MM/MAHR;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 76,00 
05/04/2010;PAQUÍMETRO QUADR.DIG.150MM-0,01/STARRETT;Tatiana;Aprendizagem Ind?strial Administra??o;R$ 335,00 
31/01/2022;MAQUINA DE SERRAR METAIS RONEMAK AC 250R;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 5.000,00 
18/11/2021;CADEIRA GIRATÓRIA COM BRAÇO;Wellington;T?cnico em Eletr?nica;R$ 117,00 
02/10/2021;GERADOR FUNÇÃO DE BANCADA 20MHZ/MINIPA;Wellington;T?cnico em Eletr?nica;R$ 1.149,99 
02/10/2021;GERADOR FUNÇÃO DE BANCADA 20MHZ/MINIPA;Wellington;T?cnico em Eletr?nica;R$ 1.149,99 
02/10/2021;GERADOR FUNÇÃO DE BANCADA 20MHZ/MINIPA;Wellington;T?cnico em Eletr?nica;R$ 1.149,99 
02/10/2021;GERADOR FUNÇÃO DE BANCADA 20MHZ/MINIPA;Wellington;T?cnico em Eletr?nica;R$ 1.149,99 
02/10/2021;GERADOR FUNÇÃO DE BANCADA 20MHZ/MINIPA;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.149,99 
02/10/2021;OSCILOSCÓPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.839,90 
02/10/2021;OSCILOSCÓPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;T?cnico em Mecatr?nica;R$ 1.839,90 
02/10/2021;OSCILOSCÓPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.839,90 
12/08/2021;CONJUNTO DIDÁTICO BÁSICO DE AUTOMAÇÃO IN;Wellington;T?cnico em Mecatr?nica;R$ 8.769,00 
12/08/2021;CONJUNTO ESTUDO ELETRÔN.ANAL. DIDATECH;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 2.874,00 
14/07/2021;CONJUNTO PARA ESTUDO DE ELETRÔNICA DE PO;Wellington;T?cnico em Eletr?nica;R$ 3.778,68 
13/07/2021;CONJUNTO PARA ESTUDO DE ELETRÔNICA DIGIT;Wellington;T?cnico em Eletr?nica;R$ 1.673,05 
13/07/2021;CONJUNTO PARA ESTUDO DE ELETRÔNICA DIGIT;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.673,05 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Eletr?nica;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Mecatr?nica;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Mecatr?nica;R$ 50,00 
26/06/2021;MULTÍMETRO ANALÓGICO (ANEXO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULTÍMETRO DIGITAL (ANEXO);Wellington;T?cnico em Eletr?nica;R$ 115,50 
26/06/2021;MULTÍMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;T?cnico em Eletr?nica;R$ 162,75 
26/06/2021;MULTÍMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 162,75 
26/06/2021;MULTÍMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;T?cnico em Eletr?nica;R$ 162,75 
26/06/2021;MULTÍMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;T?cnico em Mecatr?nica;R$ 162,75 
04/06/2021;PAINEL DE FERRAMENTAS PARA BANCADA DC 99;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 394,00 
12/05/2021;CHAVE DE PARTIDA SUAVE SOFT START;Wellington;T?cnico em Mecatr?nica;R$ 556,70 
12/05/2021;CHAVE DE PARTIDA SUAVE SOFT START;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 556,70 
11/05/2021;INVERSOR DE FREQÜÊNCIA TRIFÁSICO 1CV;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;INVERSOR DE FREQÜÊNCIA TRIFÁSICO 1CV;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;INVERSOR DE FREQÜÊNCIA TRIFÁSICO 1CV;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;CHAVE DE PARTIDA SUAVE SOFT START (ANEXO;Wellington;T?cnico em Mecatr?nica;R$ 556,70 
08/05/2021;SISTEMA DE DESENVOLVIMENTO DE LÓGICA CPLD;Wellington;T?cnico em Mecatr?nica;R$ 831,60 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;T?cnico em Eletr?nica;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;T?cnico em Eletr?nica;R$ 312,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;T?cnico em Eletr?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;T?cnico em Eletr?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMÁTICA - L166 ARTICO -;Wellington;T?cnico em Mecatr?nica;R$ 327,00 
24/04/2021;PAINEL SIMULADOR DE ELETROHIDRÁULICA - FESTO;Wellington;T?cnico em Eletr?nica;R$ 38.480,00 
23/04/2021;PAQUÍMETRO QUADRID.UNIV. 150MM-0,05MM - MITUTOYO;Wellington;T?cnico em Mecatr?nica;R$ 74,98 
23/04/2021;MESA OVAL PARA REUNIÃO;Wellington;T?cnico em Eletr?nica;R$ 638,00 
23/04/2021;MESA DE TRABALHO;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 493,00 
23/04/2021;ARMÁRIO PARA VESTIÁRIO EM LAMINADO;Wellington;T?cnico em Eletr?nica;R$ 974,00 
23/04/2021;ARMÁRIO PARA VESTIÁRIO EM LAMINADO;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 974,00 
23/04/2021;ARMÁRIO PARA VESTIÁRIO EM LAMINADO;Wellington;T?cnico em Mecatr?nica;R$ 974,00 
22/04/2021;CONJUNTO DE TORRE DE MOTORES (ANEXO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 2.657,00 
17/04/2021;ESTAÇÃO ANALOG DE RETRABALHO;Wellington;T?cnico em Mecatr?nica;R$ 180,00 
17/04/2021;ESTAÇÃO ANALOG DE RETRABALHO;Wellington;T?cnico em Mecatr?nica;R$ 180,00 
17/04/2021;MULTIMETRO MINIPA ET-1110;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 60,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Mecatr?nica;R$ 40,00 
17/04/2021;VENTILADOR PAREDE;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Mecatr?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Mecatr?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Eletr?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;T?cnico em Mecatr?nica;R$ 40,00 
15/04/2021;CONJUNTO P/ ESTUDOS DE SENSORES MANUF.;Wellington;T?cnico em Mecatr?nica;R$ 12.658,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Wellington;T?cnico em Eletr?nica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Wellington;T?cnico em Mecatr?nica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Wellington;T?cnico em Eletr?nica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Wellington;T?cnico em Eletr?nica;R$ 730,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.194,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.060,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Wellington;T?cnico em Eletr?nica;R$ 1.060,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Wellington;T?cnico em Eletr?nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Wellington;T?cnico em Eletr?nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Wellington;T?cnico em Mecatr?nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Wellington;T?cnico em Eletr?nica;R$ 1.194,00 
10/03/2021;CONJ.MANIPULADOR ELETROPNEUMÁTICO - FESTO;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 2.740,00 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Wellington;T?cnico em Eletr?nica;R$ 1.092,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 1.669,50 
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Wellington;T?cnico em Mecatr?nica;R$ 169,24 
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Wellington;T?cnico em Eletr?nica;R$ 169,24 
13/02/2021;IMPRESSORA JATO DE TINTA A4 - WIRELESS HP;Wellington;T?cnico em Mecatr?nica;R$ 585,29 
09/02/2021;PRATELEIRA P/ESTATOR-ROTOR ELETRICID.TIRMIS;Wellington;T?cnico em Mecatr?nica;R$ 1.335,00 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Wellington;T?cnico em Eletr?nica;R$ 605,79 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;T?cnico em Mecatr?nica;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;T?cnico em Eletr?nica;R$ 385,00 
28/01/2021;LUPA COM LUMINARIA 8X - ARTICULADA LP500;Wellington;T?cnico em Eletr?nica;R$ 92,00 
28/01/2021;LUPA COM LUMINARIA 8X - ARTICULADA LP500;Wellington;T?cnico em Mecatr?nica;R$ 92,00 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Wellington;T?cnico em Desenvolvimento de Sistemas;R$ 97,75 
